class_id,class_name,bbox,filename
119,GMC Savana Van 2012,"[22, 39, 588, 362]",cars_train/00043.jpg
38,BMW Z4 Convertible 2012,"[220, 193, 537, 364]",cars_train/00044.jpg
186,Toyota Sequoia SUV 2012,"[12, 108, 489, 297]",cars_train/00045.jpg
25,Audi TT RS Coupe 2012,"[28, 80, 759, 466]",cars_train/00046.jpg
194,Volvo 240 Sedan 1993,"[84, 248, 1102, 899]",cars_train/00047.jpg
177,Rolls-Royce Phantom Sedan 2012,"[142, 69, 753, 451]",cars_train/00048.jpg
173,Porsche Panamera Sedan 2012,"[166, 543, 887, 903]",cars_train/00049.jpg
42,Bentley Continental GT Coupe 2012,"[20, 96, 564, 341]",cars_train/00050.jpg
91,Dodge Dakota Club Cab 2007,"[41, 181, 607, 465]",cars_train/00051.jpg
148,Jeep Grand Cherokee SUV 2012,"[39, 29, 774, 395]",cars_train/00052.jpg
15,Audi R8 Coupe 2012,"[161, 191, 425, 307]",cars_train/00053.jpg
97,Dodge Charger SRT-8 2009,"[58, 562, 1528, 1081]",cars_train/00054.jpg
42,Bentley Continental GT Coupe 2012,"[80, 120, 582, 391]",cars_train/00055.jpg
53,Cadillac Escalade EXT Crew Cab 2007,"[32, 48, 472, 267]",cars_train/00056.jpg
44,Bentley Continental Flying Spur Sedan 2007,"[260, 138, 972, 439]",cars_train/00057.jpg
65,Chevrolet Avalanche Crew Cab 2012,"[11, 35, 256, 173]",cars_train/00058.jpg
90,Dodge Dakota Crew Cab 2010,"[68, 91, 607, 354]",cars_train/00059.jpg
124,HUMMER H3T Crew Cab 2010,"[129, 120, 345, 269]",cars_train/00060.jpg
114,Ford F-150 Regular Cab 2007,"[11, 104, 1011, 742]",cars_train/00061.jpg
190,Volkswagen Golf Hatchback 2012,"[19, 21, 425, 265]",cars_train/00062.jpg
101,Ferrari FF Coupe 2012,"[175, 330, 928, 647]",cars_train/00063.jpg
187,Toyota Camry Sedan 2012,"[97, 39, 925, 700]",cars_train/00064.jpg
8,Aston Martin V8 Vantage Convertible 2012,"[63, 175, 417, 320]",cars_train/00065.jpg
17,Audi 100 Sedan 1994,"[30, 39, 221, 125]",cars_train/00066.jpg
111,Ford Ranger SuperCab 2011,"[129, 89, 594, 432]",cars_train/00067.jpg
122,GMC Canyon Extended Cab 2012,"[32, 43, 598, 350]",cars_train/00068.jpg
5,Acura TSX Sedan 2012,"[142, 124, 675, 445]",cars_train/00069.jpg
29,BMW 3 Series Sedan 2012,"[220, 313, 1054, 976]",cars_train/00070.jpg
126,Honda Odyssey Minivan 2012,"[8, 12, 639, 299]",cars_train/00071.jpg
94,Dodge Durango SUV 2012,"[92, 271, 1178, 749]",cars_train/00072.jpg
106,Ford F-450 Super Duty Crew Cab 2012,"[15, 12, 314, 230]",cars_train/00073.jpg
106,Ford F-450 Super Duty Crew Cab 2012,"[14, 12, 309, 223]",cars_train/00074.jpg
188,Toyota Corolla Sedan 2012,"[45, 74, 522, 253]",cars_train/00075.jpg
59,Chevrolet Camaro Convertible 2012,"[12, 27, 284, 166]",cars_train/00076.jpg
110,Ford Edge SUV 2012,"[25, 25, 3502, 2017]",cars_train/00077.jpg
43,Bentley Continental GT Coupe 2007,"[36, 88, 611, 417]",cars_train/00078.jpg
133,Hyundai Veracruz SUV 2012,"[165, 126, 749, 425]",cars_train/00079.jpg
111,Ford Ranger SuperCab 2011,"[20, 21, 292, 217]",cars_train/00080.jpg
8,Aston Martin V8 Vantage Convertible 2012,"[10, 55, 540, 271]",cars_train/00081.jpg
192,Volkswagen Beetle Hatchback 2012,"[63, 113, 597, 413]",cars_train/00082.jpg
18,Audi 100 Wagon 1994,"[55, 48, 294, 205]",cars_train/00083.jpg
116,Ford E-Series Wagon Van 2012,"[27, 67, 620, 474]",cars_train/00084.jpg
49,Buick Verano Sedan 2012,"[15, 80, 629, 402]",cars_train/00085.jpg
145,Jeep Patriot SUV 2012,"[119, 300, 1416, 871]",cars_train/00086.jpg
49,Buick Verano Sedan 2012,"[17, 36, 455, 215]",cars_train/00087.jpg
170,Nissan Juke Hatchback 2012,"[171, 176, 2373, 1751]",cars_train/00088.jpg
20,Audi S6 Sedan 2011,"[49, 195, 1003, 617]",cars_train/00089.jpg
114,Ford F-150 Regular Cab 2007,"[5, 43, 296, 211]",cars_train/00090.jpg
165,Mercedes-Benz S-Class Sedan 2012,"[49, 57, 494, 419]",cars_train/00091.jpg
138,Hyundai Sonata Sedan 2012,"[101, 84, 492, 272]",cars_train/00092.jpg
175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,"[23, 53, 258, 144]",cars_train/00093.jpg
112,Ford GT Coupe 2006,"[19, 60, 783, 440]",cars_train/00094.jpg
122,GMC Canyon Extended Cab 2012,"[110, 171, 1213, 648]",cars_train/00095.jpg
104,Ferrari 458 Italia Coupe 2012,"[39, 67, 346, 206]",cars_train/00096.jpg
57,Chevrolet Corvette Ron Fellows Edition Z06 2007,"[3, 7, 76, 50]",cars_train/00097.jpg
51,Cadillac CTS-V Sedan 2012,"[65, 37, 578, 360]",cars_train/00098.jpg
37,BMW X3 SUV 2012,"[27, 60, 486, 364]",cars_train/00099.jpg
71,Chevrolet Express Van 2007,"[22, 180, 454, 355]",cars_train/00100.jpg
193,Volvo C30 Hatchback 2012,"[70, 39, 940, 742]",cars_train/00101.jpg
105,Fisker Karma Sedan 2012,"[99, 130, 396, 222]",cars_train/00102.jpg
61,Chevrolet Impala Sedan 2007,"[85, 107, 609, 381]",cars_train/00103.jpg
74,Chevrolet Silverado 1500 Extended Cab 2012,"[1, 76, 480, 315]",cars_train/00104.jpg
133,Hyundai Veracruz SUV 2012,"[57, 266, 967, 623]",cars_train/00105.jpg
162,Mercedes-Benz C-Class Sedan 2012,"[69, 75, 236, 161]",cars_train/00106.jpg
131,Hyundai Santa Fe SUV 2012,"[24, 17, 249, 163]",cars_train/00107.jpg
88,Dodge Sprinter Cargo Van 2009,"[7, 27, 212, 147]",cars_train/00108.jpg
121,GMC Acadia SUV 2012,"[18, 14, 248, 168]",cars_train/00109.jpg
180,Spyker C8 Coupe 2009,"[19, 2, 591, 387]",cars_train/00110.jpg
180,Spyker C8 Coupe 2009,"[52, 6, 759, 513]",cars_train/00111.jpg
137,Hyundai Genesis Sedan 2012,"[231, 103, 430, 226]",cars_train/00112.jpg
133,Hyundai Veracruz SUV 2012,"[91, 148, 700, 582]",cars_train/00113.jpg
71,Chevrolet Express Van 2007,"[19, 72, 624, 397]",cars_train/00114.jpg
83,Dodge Caliber Wagon 2012,"[26, 90, 376, 243]",cars_train/00115.jpg
110,Ford Edge SUV 2012,"[132, 120, 667, 401]",cars_train/00116.jpg
42,Bentley Continental GT Coupe 2012,"[84, 44, 663, 342]",cars_train/00117.jpg
177,Rolls-Royce Phantom Sedan 2012,"[87, 235, 591, 412]",cars_train/00118.jpg
147,Jeep Liberty SUV 2012,"[173, 370, 1207, 960]",cars_train/00119.jpg
161,Mercedes-Benz 300-Class Convertible 1993,"[3, 19, 195, 114]",cars_train/00120.jpg
109,Ford Expedition EL SUV 2009,"[49, 143, 487, 455]",cars_train/00121.jpg
28,BMW 1 Series Coupe 2012,"[72, 67, 233, 176]",cars_train/00122.jpg
144,Jaguar XK XKR 2012,"[151, 568, 1954, 1271]",cars_train/00123.jpg
53,Cadillac Escalade EXT Crew Cab 2007,"[14, 88, 271, 178]",cars_train/00124.jpg
29,BMW 3 Series Sedan 2012,"[135, 761, 1894, 1353]",cars_train/00125.jpg
66,Chevrolet Cobalt SS 2010,"[44, 123, 778, 487]",cars_train/00126.jpg
79,Chrysler 300 SRT-8 2010,"[69, 103, 537, 322]",cars_train/00127.jpg
13,Audi A5 Coupe 2012,"[86, 78, 355, 284]",cars_train/00128.jpg
136,Hyundai Accent Sedan 2012,"[50, 80, 592, 273]",cars_train/00129.jpg
143,Isuzu Ascender SUV 2008,"[95, 161, 543, 368]",cars_train/00130.jpg
171,Nissan 240SX Coupe 1998,"[275, 195, 863, 474]",cars_train/00131.jpg
89,Dodge Journey SUV 2012,"[99, 78, 557, 389]",cars_train/00132.jpg
135,Hyundai Elantra Sedan 2007,"[11, 126, 426, 360]",cars_train/00133.jpg
161,Mercedes-Benz 300-Class Convertible 1993,"[1, 2, 267, 185]",cars_train/00134.jpg
58,Chevrolet Traverse SUV 2012,"[19, 735, 2669, 2192]",cars_train/00135.jpg
122,GMC Canyon Extended Cab 2012,"[21, 35, 279, 195]",cars_train/00136.jpg
178,Scion xD Hatchback 2012,"[45, 99, 593, 403]",cars_train/00137.jpg
56,Chevrolet Corvette ZR1 2012,"[130, 282, 1425, 900]",cars_train/00138.jpg
184,Suzuki SX4 Sedan 2012,"[72, 215, 628, 481]",cars_train/00139.jpg
191,Volkswagen Golf Hatchback 1991,"[62, 95, 633, 434]",cars_train/00140.jpg
40,Bentley Arnage Sedan 2009,"[13, 106, 476, 260]",cars_train/00141.jpg
60,Chevrolet HHR SS 2010,"[78, 300, 952, 633]",cars_train/00142.jpg
155,Land Rover LR2 SUV 2012,"[72, 51, 566, 412]",cars_train/00143.jpg
71,Chevrolet Express Van 2007,"[66, 59, 283, 202]",cars_train/00144.jpg
140,Hyundai Azera Sedan 2012,"[135, 36, 1181, 885]",cars_train/00145.jpg
42,Bentley Continental GT Coupe 2012,"[2, 5, 298, 162]",cars_train/00146.jpg
76,Chrysler Aspen SUV 2009,"[8, 12, 770, 309]",cars_train/00147.jpg
187,Toyota Camry Sedan 2012,"[24, 78, 608, 379]",cars_train/00148.jpg
86,Dodge Ram Pickup 3500 Crew Cab 2010,"[34, 1, 242, 179]",cars_train/00149.jpg
8,Aston Martin V8 Vantage Convertible 2012,"[11, 208, 596, 386]",cars_train/00150.jpg
5,Acura TSX Sedan 2012,"[8, 37, 294, 150]",cars_train/00151.jpg
47,Buick Regal GS 2012,"[23, 66, 499, 311]",cars_train/00152.jpg
30,BMW 3 Series Wagon 2012,"[6, 138, 627, 361]",cars_train/00153.jpg
18,Audi 100 Wagon 1994,"[17, 105, 385, 243]",cars_train/00154.jpg
149,Jeep Compass SUV 2012,"[76, 4, 1585, 1120]",cars_train/00155.jpg
174,Ram C/V Cargo Van Minivan 2012,"[22, 21, 211, 139]",cars_train/00156.jpg
138,Hyundai Sonata Sedan 2012,"[32, 130, 973, 661]",cars_train/00157.jpg
179,Spyker C8 Convertible 2009,"[75, 236, 1196, 846]",cars_train/00158.jpg
24,Audi S4 Sedan 2007,"[37, 139, 988, 694]",cars_train/00159.jpg
42,Bentley Continental GT Coupe 2012,"[114, 46, 546, 287]",cars_train/00160.jpg
73,Chevrolet Malibu Sedan 2007,"[12, 83, 629, 354]",cars_train/00161.jpg
176,Rolls-Royce Ghost Sedan 2012,"[38, 66, 548, 385]",cars_train/00162.jpg
1,AM General Hummer SUV 2000,"[46, 84, 661, 428]",cars_train/00163.jpg
37,BMW X3 SUV 2012,"[13, 29, 239, 174]",cars_train/00164.jpg
36,BMW M6 Convertible 2010,"[27, 65, 490, 220]",cars_train/00165.jpg
108,Ford Freestar Minivan 2007,"[4, 69, 402, 245]",cars_train/00166.jpg
41,Bentley Mulsanne Sedan 2011,"[19, 27, 429, 258]",cars_train/00167.jpg
40,Bentley Arnage Sedan 2009,"[110, 96, 565, 389]",cars_train/00168.jpg
119,GMC Savana Van 2012,"[2, 22, 140, 81]",cars_train/00169.jpg
119,GMC Savana Van 2012,"[48, 71, 615, 453]",cars_train/00170.jpg
19,Audi TT Hatchback 2011,"[41, 42, 262, 170]",cars_train/00171.jpg
163,Mercedes-Benz SL-Class Coupe 2009,"[6, 108, 493, 267]",cars_train/00172.jpg
120,GMC Yukon Hybrid SUV 2012,"[26, 61, 508, 342]",cars_train/00173.jpg
54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,"[13, 29, 249, 159]",cars_train/00174.jpg
116,Ford E-Series Wagon Van 2012,"[69, 120, 739, 502]",cars_train/00175.jpg
66,Chevrolet Cobalt SS 2010,"[45, 85, 1005, 558]",cars_train/00176.jpg
50,Buick Enclave SUV 2012,"[98, 22, 650, 302]",cars_train/00177.jpg
122,GMC Canyon Extended Cab 2012,"[5, 28, 285, 148]",cars_train/00178.jpg
155,Land Rover LR2 SUV 2012,"[42, 113, 601, 439]",cars_train/00179.jpg
142,Infiniti QX56 SUV 2011,"[3, 40, 297, 157]",cars_train/00180.jpg
68,Chevrolet TrailBlazer SS 2009,"[84, 256, 913, 752]",cars_train/00181.jpg
170,Nissan Juke Hatchback 2012,"[43, 226, 1001, 630]",cars_train/00182.jpg
161,Mercedes-Benz 300-Class Convertible 1993,"[2, 9, 196, 125]",cars_train/00183.jpg
161,Mercedes-Benz 300-Class Convertible 1993,"[34, 51, 604, 344]",cars_train/00184.jpg
133,Hyundai Veracruz SUV 2012,"[24, 35, 620, 438]",cars_train/00185.jpg
125,HUMMER H2 SUT Crew Cab 2009,"[6, 72, 255, 178]",cars_train/00186.jpg
160,McLaren MP4-12C Coupe 2012,"[4, 408, 1600, 934]",cars_train/00187.jpg
93,Dodge Challenger SRT8 2011,"[25, 162, 1241, 764]",cars_train/00188.jpg
183,Suzuki SX4 Hatchback 2012,"[18, 15, 583, 421]",cars_train/00189.jpg
45,Bugatti Veyron 16.4 Convertible 2009,"[198, 416, 1271, 935]",cars_train/00190.jpg
143,Isuzu Ascender SUV 2008,"[129, 75, 654, 422]",cars_train/00191.jpg
189,Toyota 4Runner SUV 2012,"[37, 24, 259, 212]",cars_train/00192.jpg
48,Buick Rainier SUV 2007,"[82, 107, 990, 723]",cars_train/00193.jpg
176,Rolls-Royce Ghost Sedan 2012,"[187, 327, 1211, 769]",cars_train/00194.jpg
77,Chrysler Sebring Convertible 2010,"[150, 339, 1313, 771]",cars_train/00195.jpg
190,Volkswagen Golf Hatchback 2012,"[26, 46, 266, 213]",cars_train/00196.jpg
110,Ford Edge SUV 2012,"[47, 102, 492, 371]",cars_train/00197.jpg
6,Acura Integra Type R 2001,"[91, 121, 574, 357]",cars_train/00198.jpg
191,Volkswagen Golf Hatchback 1991,"[151, 298, 1285, 835]",cars_train/00199.jpg
16,Audi V8 Sedan 1994,"[30, 55, 301, 187]",cars_train/00200.jpg
12,Audi RS 4 Convertible 2008,"[21, 1, 386, 200]",cars_train/00201.jpg
90,Dodge Dakota Crew Cab 2010,"[233, 217, 1228, 807]",cars_train/00202.jpg
188,Toyota Corolla Sedan 2012,"[30, 167, 945, 545]",cars_train/00203.jpg
128,Honda Accord Coupe 2012,"[11, 61, 284, 151]",cars_train/00204.jpg
23,Audi S4 Sedan 2012,"[29, 70, 612, 356]",cars_train/00205.jpg
11,Aston Martin Virage Coupe 2012,"[117, 222, 558, 434]",cars_train/00206.jpg
93,Dodge Challenger SRT8 2011,"[31, 119, 438, 258]",cars_train/00207.jpg
8,Aston Martin V8 Vantage Convertible 2012,"[26, 151, 360, 256]",cars_train/00208.jpg
63,Chevrolet Sonic Sedan 2012,"[58, 136, 973, 636]",cars_train/00209.jpg
173,Porsche Panamera Sedan 2012,"[8, 80, 639, 366]",cars_train/00210.jpg
176,Rolls-Royce Ghost Sedan 2012,"[11, 47, 598, 365]",cars_train/00211.jpg
72,Chevrolet Monte Carlo Coupe 2007,"[8, 20, 254, 155]",cars_train/00212.jpg
195,Volvo XC90 SUV 2007,"[37, 62, 261, 191]",cars_train/00213.jpg
114,Ford F-150 Regular Cab 2007,"[70, 78, 915, 640]",cars_train/00214.jpg
72,Chevrolet Monte Carlo Coupe 2007,"[38, 50, 221, 138]",cars_train/00215.jpg
119,GMC Savana Van 2012,"[21, 45, 133, 88]",cars_train/00216.jpg
18,Audi 100 Wagon 1994,"[45, 39, 594, 444]",cars_train/00217.jpg
77,Chrysler Sebring Convertible 2010,"[39, 94, 337, 245]",cars_train/00218.jpg
18,Audi 100 Wagon 1994,"[89, 1, 597, 316]",cars_train/00219.jpg
107,Ford Mustang Convertible 2007,"[16, 103, 462, 347]",cars_train/00220.jpg
10,Aston Martin Virage Convertible 2012,"[29, 21, 477, 299]",cars_train/00221.jpg
196,smart fortwo Convertible 2012,"[89, 58, 545, 338]",cars_train/00222.jpg
99,FIAT 500 Abarth 2012,"[42, 115, 299, 288]",cars_train/00223.jpg
88,Dodge Sprinter Cargo Van 2009,"[19, 10, 177, 134]",cars_train/00224.jpg
121,GMC Acadia SUV 2012,"[20, 50, 463, 313]",cars_train/00225.jpg
111,Ford Ranger SuperCab 2011,"[46, 15, 202, 156]",cars_train/00226.jpg
61,Chevrolet Impala Sedan 2007,"[36, 63, 613, 397]",cars_train/00227.jpg
141,Infiniti G Coupe IPL 2012,"[237, 156, 896, 365]",cars_train/00228.jpg
136,Hyundai Accent Sedan 2012,"[5, 46, 255, 138]",cars_train/00229.jpg
183,Suzuki SX4 Hatchback 2012,"[223, 542, 3692, 2478]",cars_train/00230.jpg
106,Ford F-450 Super Duty Crew Cab 2012,"[73, 109, 606, 374]",cars_train/00231.jpg
84,Dodge Caliber Wagon 2007,"[15, 110, 544, 381]",cars_train/00232.jpg
194,Volvo 240 Sedan 1993,"[276, 124, 1495, 951]",cars_train/00233.jpg
132,Hyundai Tucson SUV 2012,"[99, 364, 1211, 954]",cars_train/00234.jpg
111,Ford Ranger SuperCab 2011,"[59, 63, 549, 404]",cars_train/00235.jpg
7,Acura ZDX Hatchback 2012,"[19, 138, 571, 424]",cars_train/00236.jpg
65,Chevrolet Avalanche Crew Cab 2012,"[11, 10, 396, 265]",cars_train/00237.jpg
26,BMW ActiveHybrid 5 Sedan 2012,"[163, 91, 527, 346]",cars_train/00238.jpg
16,Audi V8 Sedan 1994,"[4, 19, 255, 172]",cars_train/00239.jpg
138,Hyundai Sonata Sedan 2012,"[45, 60, 251, 171]",cars_train/00240.jpg
170,Nissan Juke Hatchback 2012,"[32, 59, 1011, 709]",cars_train/00241.jpg
102,Ferrari California Convertible 2012,"[10, 53, 273, 167]",cars_train/00242.jpg
168,Nissan Leaf Hatchback 2012,"[270, 228, 727, 416]",cars_train/00243.jpg
7,Acura ZDX Hatchback 2012,"[21, 93, 479, 331]",cars_train/00244.jpg
61,Chevrolet Impala Sedan 2007,"[22, 59, 536, 238]",cars_train/00245.jpg
167,Mitsubishi Lancer Sedan 2012,"[1, 317, 1280, 945]",cars_train/00246.jpg
137,Hyundai Genesis Sedan 2012,"[47, 125, 850, 468]",cars_train/00247.jpg
177,Rolls-Royce Phantom Sedan 2012,"[52, 167, 508, 387]",cars_train/00248.jpg
153,Lamborghini Diablo Coupe 2001,"[6, 155, 631, 450]",cars_train/00249.jpg
190,Volkswagen Golf Hatchback 2012,"[11, 35, 246, 186]",cars_train/00250.jpg
167,Mitsubishi Lancer Sedan 2012,"[576, 466, 2994, 1953]",cars_train/00251.jpg
105,Fisker Karma Sedan 2012,"[37, 50, 253, 158]",cars_train/00252.jpg
50,Buick Enclave SUV 2012,"[51, 105, 579, 335]",cars_train/00253.jpg
131,Hyundai Santa Fe SUV 2012,"[21, 11, 296, 141]",cars_train/00254.jpg
6,Acura Integra Type R 2001,"[29, 78, 734, 396]",cars_train/00255.jpg
21,Audi S5 Convertible 2012,"[85, 215, 776, 511]",cars_train/00256.jpg
31,BMW 6 Series Convertible 2007,"[23, 146, 617, 329]",cars_train/00257.jpg
51,Cadillac CTS-V Sedan 2012,"[34, 86, 227, 166]",cars_train/00258.jpg
187,Toyota Camry Sedan 2012,"[75, 254, 2514, 1929]",cars_train/00259.jpg
134,Hyundai Sonata Hybrid Sedan 2012,"[28, 164, 698, 417]",cars_train/00260.jpg
16,Audi V8 Sedan 1994,"[32, 79, 378, 221]",cars_train/00261.jpg
103,Ferrari 458 Italia Convertible 2012,"[158, 132, 501, 293]",cars_train/00262.jpg
40,Bentley Arnage Sedan 2009,"[177, 299, 730, 673]",cars_train/00263.jpg
69,Chevrolet Silverado 2500HD Regular Cab 2012,"[42, 72, 472, 299]",cars_train/00264.jpg
55,Chevrolet Corvette Convertible 2012,"[15, 74, 387, 195]",cars_train/00265.jpg
17,Audi 100 Sedan 1994,"[22, 300, 786, 552]",cars_train/00266.jpg
46,Bugatti Veyron 16.4 Coupe 2009,"[25, 133, 620, 374]",cars_train/00267.jpg
74,Chevrolet Silverado 1500 Extended Cab 2012,"[49, 53, 596, 398]",cars_train/00268.jpg
185,Tesla Model S Sedan 2012,"[29, 192, 605, 391]",cars_train/00269.jpg
122,GMC Canyon Extended Cab 2012,"[15, 70, 357, 186]",cars_train/00270.jpg
174,Ram C/V Cargo Van Minivan 2012,"[11, 23, 141, 80]",cars_train/00271.jpg
100,FIAT 500 Convertible 2012,"[8, 1, 590, 327]",cars_train/00272.jpg
69,Chevrolet Silverado 2500HD Regular Cab 2012,"[37, 65, 458, 321]",cars_train/00273.jpg
20,Audi S6 Sedan 2011,"[31, 69, 435, 310]",cars_train/00274.jpg
130,Hyundai Veloster Hatchback 2012,"[165, 183, 495, 358]",cars_train/00275.jpg
132,Hyundai Tucson SUV 2012,"[75, 93, 529, 360]",cars_train/00276.jpg
173,Porsche Panamera Sedan 2012,"[72, 193, 926, 613]",cars_train/00277.jpg
156,Lincoln Town Car Sedan 2011,"[1, 38, 251, 135]",cars_train/00278.jpg
47,Buick Regal GS 2012,"[16, 31, 553, 297]",cars_train/00279.jpg
107,Ford Mustang Convertible 2007,"[3, 33, 261, 176]",cars_train/00280.jpg
151,Lamborghini Aventador Coupe 2012,"[214, 240, 387, 342]",cars_train/00281.jpg
61,Chevrolet Impala Sedan 2007,"[20, 97, 460, 356]",cars_train/00282.jpg
105,Fisker Karma Sedan 2012,"[112, 190, 664, 342]",cars_train/00283.jpg
94,Dodge Durango SUV 2012,"[49, 101, 942, 619]",cars_train/00284.jpg
194,Volvo 240 Sedan 1993,"[7, 20, 634, 298]",cars_train/00285.jpg
195,Volvo XC90 SUV 2007,"[116, 143, 769, 713]",cars_train/00286.jpg
91,Dodge Dakota Club Cab 2007,"[56, 299, 1266, 721]",cars_train/00287.jpg
189,Toyota 4Runner SUV 2012,"[60, 46, 258, 138]",cars_train/00288.jpg
15,Audi R8 Coupe 2012,"[205, 197, 741, 425]",cars_train/00289.jpg
140,Hyundai Azera Sedan 2012,"[68, 30, 620, 506]",cars_train/00290.jpg
142,Infiniti QX56 SUV 2011,"[27, 147, 573, 471]",cars_train/00291.jpg
10,Aston Martin Virage Convertible 2012,"[133, 73, 806, 251]",cars_train/00292.jpg
104,Ferrari 458 Italia Coupe 2012,"[24, 27, 936, 380]",cars_train/00293.jpg
48,Buick Rainier SUV 2007,"[11, 141, 629, 386]",cars_train/00294.jpg
50,Buick Enclave SUV 2012,"[150, 114, 524, 433]",cars_train/00295.jpg
120,GMC Yukon Hybrid SUV 2012,"[18, 115, 618, 456]",cars_train/00296.jpg
87,Dodge Ram Pickup 3500 Quad Cab 2009,"[56, 157, 639, 455]",cars_train/00297.jpg
177,Rolls-Royce Phantom Sedan 2012,"[49, 67, 362, 245]",cars_train/00298.jpg
147,Jeep Liberty SUV 2012,"[24, 66, 982, 711]",cars_train/00299.jpg
169,Nissan NV Passenger Van 2012,"[41, 103, 994, 692]",cars_train/00300.jpg
121,GMC Acadia SUV 2012,"[52, 36, 247, 189]",cars_train/00301.jpg
19,Audi TT Hatchback 2011,"[1, 37, 296, 171]",cars_train/00302.jpg
31,BMW 6 Series Convertible 2007,"[6, 47, 297, 193]",cars_train/00303.jpg
156,Lincoln Town Car Sedan 2011,"[14, 29, 235, 168]",cars_train/00304.jpg
143,Isuzu Ascender SUV 2008,"[37, 21, 169, 122]",cars_train/00305.jpg
83,Dodge Caliber Wagon 2012,"[37, 125, 582, 456]",cars_train/00306.jpg
58,Chevrolet Traverse SUV 2012,"[171, 63, 1187, 894]",cars_train/00307.jpg
6,Acura Integra Type R 2001,"[16, 136, 775, 418]",cars_train/00308.jpg
127,Honda Odyssey Minivan 2007,"[50, 122, 589, 338]",cars_train/00309.jpg
